19:58:50.492 [main] ERROR com.stormpath.App - Enter...
19:58:50.497 [main] INFO  com.stormpath.service.ServiceProvider - Enter...setContext()
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 12345678901
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.217 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 123456789012
21:38:34.217 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@26307ce2password: 123456789012
21:38:34.218 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 123456789012
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.218 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234567890123
21:38:34.218 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.219 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@3956ed04password: 1234567890123
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.219 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.219 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.219 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abcde
21:38:34.219 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.219 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@79e2bf04password: abcde
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: abcde
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.220 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abcdefghi
21:38:34.220 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.220 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@156ade20password: abcdefghi
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: abcdefghi
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abcdefghijklm
21:38:34.221 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.221 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@1b1d11dcpassword: abcdefghijklm
21:38:34.221 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: A&D12%
21:38:34.222 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@117f906cpassword: A&D12%
21:38:34.222 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: A&D12%
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.222 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: .,.,23sfd
21:38:34.223 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@4de2ab6dpassword: .,.,23sfd
21:38:34.223 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: .,.,23sfd
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.223 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abdc2134AD
21:38:34.223 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@76154f34password: abdc2134AD
21:38:34.224 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: abdc2134AD
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.224 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.225 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.225 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abc1234abc1234
21:38:34.225 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.225 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@71031b7cpassword: abc1234abc1234
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.225 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.225 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.225 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: aabd1234
21:38:34.225 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.225 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@301a3dbpassword: aabd1234
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: aabd1234
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234aab
21:38:34.226 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.226 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.226 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@60ac8067password: 1234aab
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 1234aab
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234abab
21:38:34.227 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@5d221bc6password: 1234abab
21:38:34.227 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:38:34.227 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 1234abab
21:38:34.228 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:38:34.228 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234abaaa
21:38:34.228 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:38:34.228 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@6a4d93eepassword: 1234abaaa
21:38:34.228 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:38:34.228 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:38:34.228 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:38:34.228 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
